codigo_siniestro,fecha,hora,gravedad,clase,choque_con,objeto_fijo,direccion,total_muertos,total_heridos,localidad,diseno_lugar,corredor,direcc_1,ciudad,pais,ciclista,conductor,motociclista,pasajero,peaton,total_condicion,herido,ileso,muerto,sin_informacion_x,total_estado,femenino,masculino,total_sexo,automovil,bicicleta,bus,buseta,camion_furgon,camioneta,campero,cuatrimoto,microbus,motocarro,motocicleta,motociclo,tractocamion,volqueta,total_clase,diplomatico,oficial,particular,publico,total_servicio,first_codc,codigo_causa,descripcion,direcc_2,direcc_3,direcc_copl,hora_1,lat,lon,year_month,year,month,day,hour,sentido,dia,carga_S/N,accidents_road_1_cl13,accidents_road_1_cl80
4427465,23/10/2015,12:32:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 137A 36,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,137A,36,Avenida Calle 17 # 137A 36 Bogotá Colombia,6/11/2020 12:32,4.6886816,-74.1617841,2015-10,2015,10,Friday,12,east_west,Viernes,1,TRUE,FALSE
4427466,23/10/2015,10:20:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 123 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,112,112,DESOBEDECER SEÑALES,123,2,Avenida Calle 17 # 123 02 Bogotá Colombia,6/11/2020 10:20,4.6961645,-74.1718655,2015-10,2015,10,Friday,10,east_west,Viernes,1,TRUE,FALSE
4428258,11/03/2015,11:40:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 123 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,123,2,Avenida Calle 17 # 123 02 Bogotá Colombia,6/11/2020 11:40,4.6961645,-74.1718655,2015-03,2015,3,Wednesday,11,east_west,Miercoles,1,TRUE,FALSE
4428396,11/04/2015,12:18:00,Con Muertos,Atropello,,,AC 17-KR 98 02,1,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,0,0,1,2,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,407,407,PARARSE SOBRE LA CALZADA,98,2,Avenida Calle 17 # 98 02 Bogotá Colombia,6/11/2020 12:18,4.6961645,-74.1718655,2015-04,2015,4,Saturday,12,east_west,Sabado,1,TRUE,FALSE
4428985,11/10/2015,14:00:00,Con Muertos,Choque,Vehiculo,,AC 17-KR 88 63,1,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,1,0,0,2,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,2,98,98,TRANSITAR ENTRE VEHICULOS,88,63,Avenida Calle 17 # 88 63 Bogotá Colombia,6/11/2020 14:00,4.6961645,-74.1718655,2015-10,2015,10,Sunday,14,west_east,Domingo,1,TRUE,FALSE
4429393,11/12/2015,19:00:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 124 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,103,103,ADELANTAR CERRANDO,124,2,Avenida Calle 17 # 124 02 Bogotá Colombia,6/11/2020 19:00,4.6961645,-74.1718655,2015-12,2015,12,Friday,19,east_west,Viernes,0,TRUE,FALSE
4429918,20/11/2015,6:10:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 130 38,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,103,103,ADELANTAR CERRANDO,130,38,Avenida Calle 17 # 130 38 Bogotá Colombia,6/11/2020 6:10,4.6961645,-74.1718655,2015-11,2015,11,Friday,6,east_west,Viernes,0,TRUE,FALSE
4430203,21/11/2015,6:40:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 137 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,123,123,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS,137,2,Avenida Calle 17 # 137 02 Bogotá Colombia,6/11/2020 6:40,4.6961645,-74.1718655,2015-11,2015,11,Saturday,6,east_west,Sabado,1,TRUE,FALSE
4430644,27/11/2015,10:30:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 120 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,2,106,106,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG,120,2,Avenida Calle 17 # 120 02 Bogotá Colombia,6/11/2020 10:30,4.6961645,-74.1718655,2015-11,2015,11,Friday,10,east_west,Viernes,1,TRUE,FALSE
4431642,12/09/2015,7:15:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 137A 36,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,132,132,NO RESPETAR PRELACIÓN,137A,36,Avenida Calle 17 # 137A 36 Bogotá Colombia,6/11/2020 7:15,4.6886816,-74.1617841,2015-09,2015,9,Saturday,7,east_west,Sabado,0,TRUE,FALSE
4432069,14/12/2015,12:40:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 86 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,132,132,NO RESPETAR PRELACIÓN,86,2,Avenida Calle 17 # 86 02 Bogotá Colombia,6/11/2020 12:40,4.6961645,-74.1718655,2015-12,2015,12,Monday,12,east_west,Lunes,1,TRUE,FALSE
4432642,17/12/2015,14:18:00,Con Heridos,Atropello,,,AC 17-KR 107A 51,0,2,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,0,1,0,1,2,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,112,112,DESOBEDECER SEÑALES,107A,51,Avenida Calle 17 # 107A 51 Bogotá Colombia,6/11/2020 14:18,4.6886816,-74.1617841,2015-12,2015,12,Thursday,14,west_east,Jueves,0,TRUE,FALSE
4432610,19/12/2015,19:40:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 120 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,120,2,Avenida Calle 17 # 120 02 Bogotá Colombia,6/11/2020 19:40,4.6961645,-74.1718655,2015-12,2015,12,Saturday,19,east_west,Sabado,1,TRUE,FALSE
4433507,1/02/2016,17:20:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 128 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,128,2,Avenida Calle 17 # 128 02 Bogotá Colombia,6/11/2020 17:20,4.6961645,-74.1718655,2016-02,2016,2,Monday,17,east_west,Lunes,0,TRUE,FALSE
4433711,1/07/2016,16:00:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 123B 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,123B,2,Avenida Calle 17 # 123B 02 Bogotá Colombia,6/11/2020 16:00,4.6961645,-74.1718655,2016-07,2016,7,Friday,16,east_west,Viernes,0,TRUE,FALSE
4434418,16/01/2016,10:10:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 72A 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,72A,2,Avenida Calle 17 # 72A 02 Bogotá Colombia,6/11/2020 10:10,4.6961645,-74.1718655,2016-01,2016,1,Saturday,10,east_west,Sabado,1,TRUE,FALSE
4434533,19/01/2016,16:10:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 126A 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,1,0,0,2,0,2,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,2,103,103,ADELANTAR CERRANDO,126A,2,Avenida Calle 17 # 126A 02 Bogotá Colombia,6/11/2020 16:10,4.6961645,-74.1718655,2016-01,2016,1,Tuesday,16,east_west,Martes,0,TRUE,FALSE
4435958,2/03/2016,22:00:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 89 31,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,103,103,ADELANTAR CERRANDO,89,31,Avenida Calle 17 # 89 31 Bogotá Colombia,6/11/2020 22:00,4.6501684,-74.1273698,2016-03,2016,3,Wednesday,22,west_east,Miercoles,0,FALSE,FALSE
4437310,20/02/2016,17:10:00,Con Heridos,Choque,Vehiculo,,AC 17-KR 124 81,0,1,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,1,0,0,2,1,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,2,98,98,TRANSITAR ENTRE VEHICULOS,124,81,Avenida Calle 17 # 124 81 Bogotá Colombia,6/11/2020 17:10,4.6961645,-74.1718655,2016-02,2016,2,Saturday,17,west_east,Sabado,1,TRUE,FALSE
4437495,22/02/2016,5:30:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 90 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,4,0,0,0,4,0,4,0,0,4,0,4,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,3,1,4,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,90,2,Avenida Calle 17 # 90 02 Bogotá Colombia,6/11/2020 5:30,4.6961645,-74.1718655,2016-02,2016,2,Monday,5,east_west,Lunes,1,TRUE,FALSE
4437690,24/02/2016,11:15:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 137A 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,137A,2,Avenida Calle 17 # 137A 02 Bogotá Colombia,6/11/2020 11:15,4.6961645,-74.1718655,2016-02,2016,2,Wednesday,11,east_west,Miercoles,1,TRUE,FALSE
4438011,28/02/2016,15:00:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 81B 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,81B,2,Avenida Calle 17 # 81B 02 Bogotá Colombia,6/11/2020 15:00,4.6961645,-74.1718655,2016-02,2016,2,Sunday,15,east_west,Domingo,1,TRUE,FALSE
4438455,3/03/2016,6:25:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 89 31,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,89,31,Avenida Calle 17 # 89 31 Bogotá Colombia,6/11/2020 6:25,4.6501684,-74.1273698,2016-03,2016,3,Thursday,6,west_east,Jueves,0,FALSE,FALSE
4438424,3/03/2016,6:05:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 120 76,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,120,76,Avenida Calle 17 # 120 76 Bogotá Colombia,6/11/2020 6:05,4.6961645,-74.1718655,2016-03,2016,3,Thursday,6,east_west,Jueves,0,TRUE,FALSE
4438707,3/04/2016,14:40:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 123 04,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,123,4,Avenida Calle 17 # 123 04 Bogotá Colombia,6/11/2020 14:40,4.6961645,-74.1718655,2016-04,2016,4,Sunday,14,east_west,Domingo,1,TRUE,FALSE
4439378,3/12/2016,15:00:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 137 02,0,0,Fontibón,Paso elevado,Calle 13,Calle 17,Bogotá,Colombia,0,1,1,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1,2,157,157,OTRA,137,2,Avenida Calle 17 # 137 02 Bogotá Colombia,6/11/2020 15:00,4.6961645,-74.1718655,2016-12,2016,12,Saturday,15,east_west,Sabado,0,TRUE,FALSE
4439406,3/12/2016,17:20:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 99 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,141,141,VEHICULO MAL ESTACIONADO,99,2,Avenida Calle 17 # 99 02 Bogotá Colombia,6/11/2020 17:20,4.6961645,-74.1718655,2016-12,2016,12,Saturday,17,east_west,Sabado,0,TRUE,FALSE
4439491,15/03/2016,10:05:00,Con Heridos,Atropello,,,AC 17-KR 69F 32,0,1,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,0,1,0,1,2,1,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,409,409,CRUZAR SIN OBSERVAR,69F,32,Avenida Calle 17 # 69F 32 Bogotá Colombia,6/11/2020 10:05,4.6886816,-74.1617841,2016-03,2016,3,Tuesday,10,east_west,Martes,0,TRUE,FALSE
4440013,22/03/2016,4:57:00,Con Muertos,Atropello,,,AC 17-KR 90 90,1,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,0,0,1,2,0,1,1,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,115,115,EMBRIAGUEZ O DROGA,90,90,Avenida Calle 17 # 90 90 Bogotá Colombia,6/11/2020 4:57,4.6961645,-74.1718655,2016-03,2016,3,Tuesday,4,east_west,Martes,0,TRUE,FALSE
4440502,27/03/2016,8:10:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 137 31,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,137,31,Avenida Calle 17 # 137 31 Bogotá Colombia,6/11/2020 8:10,4.6500816,-74.1274529,2016-03,2016,3,Sunday,8,west_east,Domingo,0,FALSE,FALSE
4440806,31/03/2016,13:40:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 103B 51,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,103,103,ADELANTAR CERRANDO,103B,51,Avenida Calle 17 # 103B 51 Bogotá Colombia,6/11/2020 13:40,4.6886816,-74.1617841,2016-03,2016,3,Thursday,13,west_east,Jueves,1,TRUE,FALSE
4441036,4/01/2016,8:10:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 88 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,88,2,Avenida Calle 17 # 88 02 Bogotá Colombia,6/11/2020 8:10,4.6961645,-74.1718655,2016-01,2016,1,Monday,8,east_west,Lunes,1,TRUE,FALSE
4442170,14/04/2016,16:45:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 82 29,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,103,103,ADELANTAR CERRANDO,82,29,Avenida Calle 17 # 82 29 Bogotá Colombia,6/11/2020 16:45,4.6961645,-74.1718655,2016-04,2016,4,Thursday,16,west_east,Jueves,1,TRUE,FALSE
4442946,22/04/2016,18:00:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 137 10,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,2,104,104,ADELANTAR INVADIENDO VIA,137,10,Avenida Calle 17 # 137 10 Bogotá Colombia,6/11/2020 18:00,4.6961645,-74.1718655,2016-04,2016,4,Friday,18,east_west,Viernes,1,TRUE,FALSE
4442928,22/04/2016,19:10:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 123 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,123,2,Avenida Calle 17 # 123 02 Bogotá Colombia,6/11/2020 19:10,4.6961645,-74.1718655,2016-04,2016,4,Friday,19,east_west,Viernes,1,TRUE,FALSE
4444039,5/03/2016,6:15:00,Con Heridos,Atropello,,,AC 17-KR 123 02,0,1,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,0,0,1,2,1,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,145,145,ARRANCAR SIN PRECAUCION,123,2,Avenida Calle 17 # 123 02 Bogotá Colombia,6/11/2020 6:15,4.6961645,-74.1718655,2016-03,2016,3,Saturday,6,east_west,Sabado,0,TRUE,FALSE
4444680,5/10/2016,14:20:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 138A 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,3,0,0,0,3,0,3,0,0,3,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,1,2,3,132,132,NO RESPETAR PRELACIÓN,138A,2,Avenida Calle 17 # 138A 02 Bogotá Colombia,6/11/2020 14:20,4.6961645,-74.1718655,2016-10,2016,10,Wednesday,14,east_west,Miercoles,1,TRUE,FALSE
4444920,5/12/2016,13:20:00,Con Muertos,Volcamiento,,,AC 17-KR 92 02,1,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,1,0,0,2,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,2,0,0,,92,2,Avenida Calle 17 # 92 02 Bogotá Colombia,6/11/2020 13:20,4.6961645,-74.1718655,2016-12,2016,12,Monday,13,east_west,Lunes,1,TRUE,FALSE
4445713,18/05/2016,12:00:00,Con Heridos,Choque,Vehiculo,,AC 17-KR 126 61,0,1,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,1,0,0,2,1,1,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,102,102,ADELANTAR POR LA DERECHA,126,61,Avenida Calle 17 # 126 61 Bogotá Colombia,6/11/2020 12:00,4.6324198,-74.1084061,2016-05,2016,5,Wednesday,12,west_east,Miercoles,1,FALSE,FALSE
4445862,20/05/2016,10:50:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 86 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,1,1,0,0,2,0,2,0,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,86,2,Avenida Calle 17 # 86 02 Bogotá Colombia,6/11/2020 10:50,4.6961645,-74.1718655,2016-05,2016,5,Friday,10,east_west,Viernes,0,TRUE,FALSE
4446724,29/05/2016,14:40:00,Con Heridos,Choque,Vehiculo,,AC 17-KR 80A 70,0,1,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,1,0,3,1,2,0,0,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,80A,70,Avenida Calle 17 # 80A 70 Bogotá Colombia,6/11/2020 14:40,4.6886816,-74.1617841,2016-05,2016,5,Sunday,14,east_west,Domingo,0,TRUE,FALSE
4447456,6/03/2016,20:20:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 128 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,103,103,ADELANTAR CERRANDO,128,2,Avenida Calle 17 # 128 02 Bogotá Colombia,6/11/2020 20:20,4.6961645,-74.1718655,2016-03,2016,3,Sunday,20,east_west,Domingo,1,TRUE,FALSE
4447508,6/04/2016,11:45:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 123 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,123,2,Avenida Calle 17 # 123 02 Bogotá Colombia,6/11/2020 11:45,4.6961645,-74.1718655,2016-04,2016,4,Wednesday,11,east_west,Miercoles,0,TRUE,FALSE
4448561,14/06/2016,7:45:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 72 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,72,2,Avenida Calle 17 # 72 02 Bogotá Colombia,6/11/2020 7:45,4.6961645,-74.1718655,2016-06,2016,6,Tuesday,7,east_west,Martes,0,TRUE,FALSE
4448699,17/06/2016,15:50:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 86 81,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,86,81,Avenida Calle 17 # 86 81 Bogotá Colombia,6/11/2020 15:50,4.6961645,-74.1718655,2016-06,2016,6,Friday,15,west_east,Viernes,1,TRUE,FALSE
4448724,17/06/2016,11:10:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 82 67,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,134,134,REVERSO IMPRUDENTE,82,67,Avenida Calle 17 # 82 67 Bogotá Colombia,6/11/2020 11:10,4.6961645,-74.1718655,2016-06,2016,6,Friday,11,west_east,Viernes,1,TRUE,FALSE
4448829,17/06/2016,17:00:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 80A 30,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,80A,30,Avenida Calle 17 # 80A 30 Bogotá Colombia,6/11/2020 17:00,4.6961645,-74.1718655,2016-06,2016,6,Friday,17,east_west,Viernes,1,TRUE,FALSE
4449028,20/06/2016,12:30:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 81A 02,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,81A,2,Avenida Calle 17 # 81A 02 Bogotá Colombia,6/11/2020 12:30,4.6961645,-74.1718655,2016-06,2016,6,Monday,12,east_west,Lunes,0,TRUE,FALSE
4449003,20/06/2016,14:15:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 87 02,0,0,Fontibón,Interseccion,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,121,121,NO MANTENER DISTANCIA DE SEGURIDAD,87,2,Avenida Calle 17 # 87 02 Bogotá Colombia,6/11/2020 14:15,4.6961645,-74.1718655,2016-06,2016,6,Monday,14,east_west,Lunes,1,TRUE,FALSE
4449160,21/06/2016,20:25:00,Solo Daños,Choque,Vehiculo,,AC 17-KR 89 31,0,0,Fontibón,Tramo de Via,Calle 13,Calle 17,Bogotá,Colombia,0,2,0,0,0,2,0,2,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,103,103,ADELANTAR CERRANDO,89,31,Avenida Calle 17 # 89 31 Bogotá Colombia,6/11/2020 20:25,4.6501684,-74.1273698,2016-06,2016,6,Tuesday,20,west_east,Martes,1,FALSE,FALSE
